1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-206.4866891,-205.9507064,-206.8451071,-206.9553253,-183.6732995,-202.9723382,-208.5579269,-198.8101876,-204.120452,-202.3885952,-198.5935074,-206.4228882,-209.4330539,-214.1602314,-196.3601566,-208.9304168,-197.4881514,-201.9677466,-202.3885952,-198.5935074,-206.4228882,-171.2906445,-167.1565176,-171.5592731,-207.9100994,-203.8912313,-205.3423071,-214.3635102,-203.1946501,-208.369212,-196.9568001,-189.545267,-194.1932057,-203.8248248,-208.2318125,-215.6408515,-211.6628234,-198.6166897,-204.5090783,-197.4001411,-191.2537175,-190.5585379,-189.6013867,-189.4272788,-194.8103273,-205.2819561,-201.2596633,-212.1324706,-226.2629891,-219.3270909,-216.413548,-196.6413317,-165.3413271,-183.4626609,-218.6260502,-208.2823174,-210.6385807,-211.8016932,-209.3171961,-214.3997215,-208.0818067,-190.4011859,-188.6450072,-216.8481204,-198.3094087,-200.5409313,-203.3636539,-190.0084507,-197.6178521,-205.2819561,-201.2596633,-212.1324706,-213.6502466,-200.4782766,-203.9075331,-227.6785731,-216.4256504,-200.3407385,-182.6195227,-153.15892,-138.1819825
-206.4866891,-201.8472938,-204.5049608,-198.7741454,-181.6099256,-200.3574214,-199.245765,-195.5997406,-204.120452,-187.8895968,-192.3380672,-203.024254,-195.1462848,-207.7780458,-192.6529068,-197.3204992,-195.6304175,-204.1201785,-187.8895968,-192.3380672,-203.024254,-161.9359232,-162.4381447,-171.0699471,-199.1787445,-200.0431743,-203.0601603,-201.003503,-196.8244043,-204.585926,-186.7255305,-185.0199213,-191.3611359,-203.8248248,-203.952291,-212.0777839,-198.6370706,-194.6885299,-200.8860532,-183.8678125,-186.3152519,-187.10894,-179.1603642,-186.2430025,-191.5004532,-196.9881882,-198.6340815,-211.5379488,-213.2657733,-215.8160303,-213.2631795,-187.1222342,-160.4163644,-181.489799,-206.1085627,-203.9504823,-207.6388683,-203.0996345,-207.6788972,-212.0502717,-197.8156252,-185.7911451,-186.092148,-199.5352469,-192.523369,-197.4922293,-186.9778222,-185.2591889,-194.460349,-196.9881882,-198.6340815,-211.5379488,-198.0866354,-196.2372315,-202.8418542,-215.066243,-211.9700346,-198.4353519,-173.0976372,-150.1424706,-137.5416413
-196.8257876,-202.5798465,-204.0935169,-199.5416737,-182.7049109,-200.6527433,-198.7348912,-195.8670714,-202.0569828,-186.8416667,-193,-201.9093706,-194.2707151,-206.8971372,-192.2,-196.9418789,-194.9119009,-206.4224726,-186.8416667,-193,-201.9093706,-161.2225016,-162.5669834,-170.1458507,-200.2239444,-202.3309529,-203.0601603,-201.3351848,-197.9494999,-204.5581207,-186.5031521,-184.7364609,-192.3760255,-202.7427588,-204.3805198,-213.0039143,-198.0867664,-193.940746,-200.8057831,-184.0920824,-187.3526919,-188.3459735,-180.0853625,-186.6815666,-193.2457309,-198.3198406,-200.8542113,-212.5288554,-211.822491,-215.8160303,-213.6382553,-186.5084432,-159.8101185,-183.4196317,-206.1510104,-205.1429505,-208.2963078,-202.8223119,-209.2987851,-214.5457263,-196.9970504,-186.698459,-187.1533285,-198.9099748,-194.3873442,-198.0954631,-186.4787301,-184.4658419,-195.4207464,-198.3198406,-200.8542113,-212.5288554,-197.6401712,-196.9110994,-203.248888,-213.6911786,-211.6620438,-197.0309103,-173.2921721,-152.0676257,-137.968373
-196.8257876,-202.6339292,-203.9633009,-201.4894306,-182.8353902,-200.8547834,-199.6666851,-197.5858666,-203.9213969,-187.5401934,-193.0568058,-201.5961579,-195.2880606,-209.0385588,-192.2570851,-197.0024932,-196.3077033,-205.9889893,-187.5401934,-193.0568058,-201.5961579,-161.3571788,-163.6064232,-169.39295,-202.6269892,-204.0904267,-204.5901598,-202.9246286,-199.2127598,-205.2476129,-187.5797416,-186.6607339,-193.3131428,-203.574679,-205.1422514,-213.5672266,-199.9995098,-196.6682097,-200.7183949,-184.9549943,-189.7420845,-189.0592387,-180.600036,-188.0094632,-194.3862431,-199.8242777,-203.3446801,-214.7941506,-213.0861638,-217.7061575,-215.3058843,-188.3327087,-159.7297556,-186.1210205,-207.1033414,-205.7626154,-209.7158947,-204.9438298,-211.9512361,-216.056067,-197.3051132,-187.5358213,-187.3624711,-198.9900892,-195.8697316,-198.6986969,-187.0564951,-186.3968901,-197.1831407,-199.8242777,-203.3446801,-214.7941506,-198.2885293,-198,-204.4961728,-214.3202036,-213.3612078,-198.9721882,-173.9856435,-154.0242588,-139.2511079
-196.8257876,-203.2994786,-205.0233556,-202.9425455,-184.7892784,-199.5047248,-201.5436904,-198.5661117,-204.4011777,-187.9527604,-193.8507037,-201.8609457,-196.5301016,-209.0377432,-192.1329756,-197.7220526,-195.0465061,-204.0779987,-187.9527604,-193.8507037,-201.8609457,-162.3418306,-164.5581726,-169.9854161,-203.7052532,-205.5972721,-206.3739628,-204.4467929,-199.8846399,-206.297265,-190.0414102,-187.0245546,-194.7051818,-204.6495571,-206.1684796,-214.0748764,-200.4569229,-196.9314414,-201.871006,-186.8759069,-190.3726936,-189.4247465,-182.8718745,-189.8858696,-194.0215424,-201.1184741,-205.7780908,-215.1035869,-214.4045773,-218.7874954,-215.9136074,-190.8169483,-159.2077931,-187.8940328,-208.7258336,-208.3259647,-210.9723238,-206.8895692,-214.0852106,-217.1188133,-197.7643819,-188.6176093,-187.9546294,-199.2627878,-197.4506976,-199.9213108,-188.4551892,-187.7392848,-198.9455351,-201.1184741,-205.7780908,-215.1035869,-199.2732197,-200.7263213,-205.9008674,-214.9706733,-214.2758445,-199.2274229,-175.1214147,-154.1964614,-139.7696904
320.6174143,336.5469224,370.3643117,317.7697784,304.7424246,356.0736488,351.5748557,346.5798032,374.8868238,321.9302818,348.809177,364.483505,317.6793072,362.2806327,341.6948347,324.3757862,304.4837607,349.0570995,321.9302818,348.809177,364.483505,293.1113856,279.195869,314.3165678,302.3694844,336.8772723,325.8860344,336.6042358,370.625538,382.9518527,348.9201905,345.6472881,367.4802199,400.0340832,330,399.7053972,368.3084923,339.5104654,395.7838934,317.5021661,359.4667575,367.4777755,328.2636934,368.5037856,391.6056454,356.3863105,376.6666673,408.9566757,354.3430585,377.4791394,386.2461915,368.7381241,255.7305599,391.3402119,369.8455801,369.1560705,405.6692268,339.7795611,362.1778624,382.568157,341.246865,348.0937585,362.5646587,345.5042027,365.6188282,381.1185887,341.5198253,385.225625,365.9866454,356.3863105,376.6666673,408.9566757,313.2399164,317.843578,351.1831392,340.3663345,362.7643756,349.8371796,213.9179575,258.422692,239.7390549
326.2674822,329.1520857,348.1268222,323.8059409,294.6558547,344.0394693,364.3204779,334.0657453,357.5264375,340.5310157,344.9058488,358.4099299,333.8064842,348.9808956,330.6055722,351.091059,310.8888384,344.4664225,340.5310157,344.9058488,358.4099299,306,294.8109718,321.2182285,310.165815,323.8180782,310.3879023,347.9323338,354.6266731,365.3178973,362.4947687,342.4419569,359.6453963,417.6987846,328.478228,389.131024,393.3032895,334.258684,386.9746506,331.5058036,351.6512486,351.4585542,343.515949,362.4427587,381.7508912,363.1061961,371.8920869,402.7469296,377.1395163,380.9708034,384.4061343,384.5362463,247.7997993,395.1765036,390.4041963,373.8126032,409.8233255,355.1229895,365.5071733,382.9422914,347.1558126,340.7522383,352.6624884,353.637823,350.8124119,359.0686154,344.0051966,361.3435135,344.2731619,363.1061961,371.8920869,402.7469296,338.8598092,337,347.4268017,365.1438186,362.7643756,347.5628272,292.1148411,252.8720669,231.2808369
313.0850061,311.8065917,326.7730182,314.6460464,272.0731957,324.1323517,343.2136085,311.2240232,330.1341417,330.1768457,320.9715746,332.9563674,321.3171689,322.6125411,309.9432026,348.283291,309.2628947,329.7695962,330.1768457,320.9715746,332.9563674,324.775649,286.21344,312.852804,301.6235319,305.0118693,286.7774168,335.2134743,335.059736,342.8782428,352.3946162,327.3410053,339.2432675,406.1992669,318.3238917,365.77803,387.5183995,320.601111,371.1152748,322.3751205,332.3421751,327.4249464,343.8272809,351.9931728,365.7706863,357.3187262,356.3748005,387.9408382,377.2170625,377.5156899,376.9830614,385.7377326,244.6219551,391.241995,389.9711495,371.3394336,404.1656649,354.4402707,362.3980587,378.9267947,338.4365549,329.6316253,337.92584,334.275442,320.541472,328.4591369,319.0829405,326.0233323,313.7992075,357.3187262,356.3748005,387.9408382,335.3078988,314.1906596,338.8416359,358.14546,353.5724623,336.0773962,275.6621987,252.8720669,206.2482191
297.6391981,291.801815,299.1085097,290.4931409,252.1730904,299.2700511,321.0261865,280.7187029,301.4413387,306.0422074,294.066849,305.3010431,301.3066403,293.5455759,288.2822804,337.5737709,300.1777004,311.8023484,306.0422074,294.066849,305.3010431,310.4599839,271.8921709,291.9564826,285.3463421,275.1359309,261.8838827,310.7958256,312.7340806,313.5457984,331.679946,311.4190091,319.6812008,392.5455437,301.6047604,341.037865,373.4334513,299.030929,346.5757526,306.6331594,315.1960564,304.2018609,326.5449866,338.3454185,347.9113086,344.0050845,340.1544628,370.5778881,372.4986269,369.1737338,366.0163845,382.3546889,231.0574403,386.6332323,388.0932509,0,396.4197434,348.8743384,356.6074534,0,321.724349,309.647832,322.333812,301.1381145,287.1320919,290.5115065,288.4525356,287.8382493,280.8994868,344.0050845,340.1544628,370.5778881,325.3368325,302.6726803,325.4995005,344.8451791,340.4024539,319.9422543,253.4908347,211.7859658,185.960213
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-167.6688717,0,-159.7039779,-182.2564432,-180.9163627,-181.3774395,-176.5185938,-158.852254,-170.5617988,-180.9233539,-176.6471365,-185.9820031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-163.7254188,-156.8219928,-159.7470514,-170.0066757,-176.2101706,-177.9200258,-166.4279131,-155.4088606,-169.0762485,-170.7526215,-172.3970977,-183.9355425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-164.7916023,-157.7531551,-161.877808,-170.7212395,-176.487193,-178.4690056,-167.5032036,-157.073184,-169.0633751,-171.2269016,-173.640918,-185.6234376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-166.8103847,-161.7102212,-163.7377148,-170.8633992,-177.028451,-179.0334908,-168.4569875,-159.2304925,-170.7661926,-173.9234894,-175.6214802,-187.6096695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-168.9559395,-162.8185032,-164.9297576,-172.2645215,-178.8010754,-179.8708693,-171.0580528,-160.2561312,-171.9382504,-174.8575646,-177.4515358,-188.7420768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326.9974,329.653757,359.5643342,351.6037306,353.9327455,367.5645899,337.4809599,352.1335381,383.3713552,337.4809599,352.1335381,383.3713552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
