0,,,,,,,,,,,
-140.3313962,-126.302952,-139.7657548,-133.1042893,-138.3522851,-137.4953667,-140.4105606,-136.2400927,-146.4179821,-157.6309365,-149.5897125,-148.6427914
-127.020712,-120.0490623,-134.2485061,-118.6367099,-131.9311581,-131.3427996,-125.9561591,-130.9179538,-141.6744695,-140.6718573,-140.7256824,-140.8544573
-123.1813674,-119.4923089,-132.2225641,-118.0128135,-131.244303,-129.0719304,-124.9616964,-129.603577,-138.766701,-137.2289186,-137.3840912,-138.3487434
-120.0694096,-118.4583154,-130.0114007,-119.3297621,-130.2858468,-129.3816529,-125.4147942,-130.8430077,-140.1774913,-136.7758252,-136.4700744,-137.038343
-119.3397268,-117.7570221,-129.8975981,-117.6663084,-130.2688902,-128.5703925,-125.4341884,-131.0101618,-137.9742461,-135.4824247,-134.483426,-136.4776982
528.3264044,550.9327946,642.6286106,423.3138551,554.0329703,587.4565116,603.3949628,643.7296219,723.229648,567.2754445,576.374952,627.2616091
536.3391969,537.8929054,626.5619881,437.594406,547.9350874,576.5686669,615.4402675,625.6511623,706.6621514,589.2253537,576.5238725,623.5210533
522.1268736,518.4683007,609.8310068,428.6553563,529.5774135,561.8218479,603.168063,613.8192204,688.8011944,584.46238,568.4812045,614.7152912
507.6726719,499.5416698,590.5027349,422.0525313,521.6980758,546.7436404,587.8096433,593.9491505,666.0037727,572.3833258,,599.3443067
,,,,,,,,,,,
0.25,,,,,,,,,,,
-206.911759,-185.986316,-177.4348624,-165.1932735,-170.8400605,-179.7448624,-160.6839083,-186.8652127,-178.3201089,-177.4348624,-165.1932735,-170.8400605
-182.0474164,-180.0163169,-163.8549756,-158.6370767,-165.2465647,-166.1649756,-160.6839083,-181.5026701,-173.6666194,-163.8549756,-158.6370767,-165.2465647
-177.7169052,-177.7840838,-163.4476227,-158.5526283,-165.4457551,-165.7576227,-160.4912855,-181.9347657,-174.0709278,-163.4476227,-158.5526283,-165.4457551
-175.211417,-178.1503418,-163.3875462,-159.7435255,-165.6854535,-165.6975462,-162.431074,-182.8734206,-173.6120448,-163.3875462,-159.7435255,-165.6854535
-173.7163766,-177.3923589,-164.0152162,-159.7435255,-163.8066286,-166.3252162,-164.3229522,-184.7306143,-175.0913126,-164.0152162,-159.7435255,-163.8066286
530.8976613,543,580.3031175,597.1617078,635.6773224,577.9931175,581.3096568,632.957543,666.4777332,580.3031175,597.1617078,635.6773224
482.96229,530.7347966,584.8712331,583.9217678,615.1167655,582.5612331,605.9175918,635.3851625,666.9547478,584.8712331,583.9217678,615.1167655
469.0352467,517.2045856,564.9975272,566.3020588,606.1410278,562.6875272,601.8132073,631.0583882,659.0654671,564.9975272,566.3020588,606.1410278
468.1935423,506.5271585,548.8755469,539.9259118,576.5944182,546.5655469,595.037338,622.221146,646.3606937,548.8755469,539.9259118,576.5944182
,,,,,,,,,,,
0.5,,,,,,,,,,,
-196.9632631,-191.2497652,-206.7403894,-206.911759,-198.8376197,-209.7418636,-203.745838,-208.4755198,-199.8778598,-214.1280053,-195.8224044,-200.8977759
-194.2825362,-187.1077167,-205.237096,-182.0474164,-189.0556724,-207.3527831,-193.4659683,-205.1238613,-197.743452,-202.5842382,-193.3208171,-198.4848668
-195.233925,-190.3629686,-205.6967296,-177.7169052,-189.2288163,-205.7422101,-195.4292382,-207.7598896,-198.6807433,-204.3978779,-195.4659489,-198.4438702
-196.6909522,-191.974258,-207.3931692,-175.211417,-190.8023422,-206.8113327,-196.7143716,-210.4439407,-198.9374578,-205.2161544,-196.4095648,-199.6160444
-197.7757065,-193.5881219,-209.4396371,-173.7163766,-191.6921645,-206.4632158,-199.057335,-211.8867534,-199.3944755,-206.5885984,-198.9082031,-199.8212508
497.9456033,481.6434456,557.0666406,530.8976613,422.6899899,576.5134289,533.994976,593.8339891,604.3061014,554.4055996,547.6823,589.6409596
492.3098402,470.4728734,548.1095577,482.96229,440.0008296,568.4641636,558.9781467,594.0428964,606.3431038,575.225474,546.8852284,590.6560022
480.4480657,451.7688548,531.0282317,469.0352467,434.1400234,559.5962504,551.7387314,587.9817414,600.1499244,568.2426724,537.9691385,582.3042047
465.640264,430.4636258,513.4387018,468.1935423,425.8802619,542.5528144,540.9573039,574.3263592,588.0127784,555.1539731,523.3316587,569.8659389
,,,,,,,,,,,
0.75,,,,,,,,,,,
-215.740395,-223.5289091,-217.0010301,-207.1319955,-212.042165,-196.6129242,-235.9039088,-233.0900334,-231.0600459,-234.3465728,-218.1980674,-235.1257462
-202.7430691,-219.7255822,-214.7032184,-196.9413841,-208.933362,-193.8585687,-223.1722796,-230.0747994,-228.333674,-221.4751264,-214.9166298,-232.4442472
-203.075265,-220.8311547,-215.6000782,-196.7130049,-209.8779082,-193.6517286,-224.8935892,-230.8113284,-229.6031137,-223.4302754,-216.8908004,-233.0557119
-204.8744981,-221.8872879,-215.295756,-197.4605217,-211.1522206,-194.1879504,-227.0260483,-232.242352,-229.1701093,-223.9431139,-217.8141233,-231.211029
-205.9490827,-221.8872879,-215.2589016,-198.2420165,-212.9007518,-193.7329259,-226.4619324,-232.4515117,-229.9519086,-224.9521963,-219.7698865,-231.211029
477.8728126,560.9022832,533.5770158,440.8029754,544.547919,536.4492658,509.2075564,535.6062933,586.0392912,530.7802838,512.2915694,599.375483
496.8264286,556.600949,523.9430612,453.5118859,538.7292968,526.689885,534.8498628,535.4016173,584.5091734,539.8859586,517.0106755,601.150651
489.1954153,543.0988604,519.4531558,451.3629064,527,518.859836,528.7876402,528.7748761,570.3012458,540.7976218,511.7470925,592.5824263
480.3121331,527.5387623,504.7350695,444.7949265,517.4532806,507.7909576,516.8543284,515.3650903,553.6485578,551.0042876,501.7291129,578.0125891
,,,,,,,,,,,
1,,,,,,,,,,,
-230.9285664,-235.6092459,-243.3768233,-261.5705588,-249.3885601,-263.6865996,-262.7144939,-250.0556995,-264.9409086,-238.2183505,-244.7894671,-249.3259423
-218.6078534,-232.3981179,-241.7494668,-245.6875511,-246.0067629,-259.8139429,-247.6863108,-246.0550706,-261.9817307,-226.6013283,-240.1706094,-244.5441837
-218.5811195,-232.2741425,-241.4686746,-244.6006223,-246.9338163,-259.9249675,-247.1918724,-245.3274403,-260.6588593,-226.3226911,-240.5514419,-244.189785
-218.027658,-232.7212554,-239.8703179,-244.2139575,-247.5979065,-259.7402763,-246.4574019,-245.805156,-261.1304528,-225.9246496,-239.5112593,-243.8022273
-217.3795403,-233.6877583,-239.9956784,-243.6399712,-247.9779396,-260.2669556,-246.3221597,-246.2389325,-260.8328424,-224.2231289,-238.3753389,-244.1628498
411.8797898,451.6454838,400.8762937,509.5751339,566.9540184,581.5491976,490.1349787,526.5096147,577.6725795,449.9970836,492.7263537,539.1674672
440.5224681,451.6036824,385.9388864,529.1914058,563.8328892,583.5362189,514.3665898,534.3186076,567.2682333,477.5257833,502.4651435,543.4269358
438.4390904,443.0685138,387.1668971,523.1862233,555.8911513,571.1709469,510.5945433,525.8060346,571.6102142,474.7780483,495.5971771,534.6973181
433.0982798,434.4158108,400.7917968,514.7273284,544.227428,,503.583369,512.0572769,,461.5552891,476.4919465,518.555582
